ID,Prob1
580, 0.34
581, 0.43
582, 0.37
583, 0.40
584, 0.38
585, 0.33
586, 0.41
587, 0.37
588, 0.43
589, 0.35
590, 0.62
591, 0.37
592, 0.33
593, 0.36
594, 0.41
595, 0.36
596, 0.42
597, 0.46
598, 0.44
599, 0.45
600, 0.41
601, 0.39
602, 0.40
603, 0.35
604, 0.37
605, 0.39
606, 0.42
607, 0.36
608, 0.39
609, 0.41
610, 0.44
611, 0.42
612, 0.36
613, 0.38
614, 0.43
615, 0.46
616, 0.54
617, 0.38
618, 0.48
619, 0.34
620, 0.40
621, 0.36
622, 0.46
623, 0.43
624, 0.38
625, 0.39
626, 0.40
627, 0.41
628, 0.40
629, 0.42
630, 0.37
631, 0.31
632, 0.44
633, 0.40
634, 0.48
635, 0.41
636, 0.45
637, 0.51
638, 0.34
639, 0.41
640, 0.38
641, 0.35
642, 0.37
643, 0.39
644, 0.38
645, 0.34
646, 0.41
647, 0.42
648, 0.33
649, 0.49
650, 0.40
651, 0.34
652, 0.36
653, 0.40
654, 0.43
655, 0.39
656, 0.43
657, 0.41
658, 0.33
659, 0.41
660, 0.41
661, 0.39
662, 0.36
663, 0.31
664, 0.38
665, 0.35
666, 0.38
667, 0.36
668, 0.39
669, 0.37
670, 0.36
671, 0.40
672, 0.41
673, 0.39
674, 0.32
675, 0.35
676, 0.41
677, 0.35
678, 0.36
679, 0.39
680, 0.35
681, 0.42
682, 0.36
683, 0.35
684, 0.33
685, 0.41
686, 0.34
687, 0.35
688, 0.34
689, 0.33
690, 0.36
691, 0.45
692, 0.38
693, 0.33
694, 0.36
695, 0.37
696, 0.36
697, 0.36
698, 0.50
699, 0.28
700, 0.37
701, 0.34
702, 0.48
703, 0.52
704, 0.36
705, 0.42
706, 0.42
707, 0.35
708, 0.41
709, 0.41
710, 0.46
711, 0.41
712, 0.37
713, 0.38
714, 0.35
715, 0.37
716, 0.51
717, 0.47
718, 0.46
719, 0.41
720, 0.43
721, 0.38
722, 0.34
723, 0.34
724, 0.37
725, 0.34
726, 0.40
727, 0.34
728, 0.41
729, 0.37
730, 0.34
731, 0.55
732, 0.33
733, 0.36
734, 0.41
735, 0.48
736, 0.38
737, 0.38
738, 0.43
739, 0.43
740, 0.39
741, 0.34
742, 0.39
743, 0.38
744, 0.41
745, 0.38
746, 0.44
747, 0.38
748, 0.38
749, 0.37
750, 0.37
751, 0.42
752, 0.40
753, 0.35
754, 0.45
755, 0.37
756, 0.36
757, 0.52
758, 0.43
759, 0.35
760, 0.43
761, 0.34
762, 0.37
763, 0.38
764, 0.36
765, 0.33
766, 0.62
767, 0.49
768, 0.35
769, 0.33
770, 0.39
771, 0.42
772, 0.34
773, 0.35
774, 0.42
775, 0.43
776, 0.40
777, 0.34
778, 0.38
779, 0.36
780, 0.48
781, 0.39
782, 0.41
783, 0.35
784, 0.39
785, 0.32
786, 0.38
787, 0.35
788, 0.35
789, 0.36
790, 0.34
791, 0.35
792, 0.34
793, 0.44
794, 0.31
795, 0.44
796, 0.34
797, 0.42
798, 0.39
799, 0.35
800, 0.50
801, 0.34
802, 0.66
803, 0.44
804, 0.44
805, 0.38
806, 0.37
807, 0.37
808, 0.37
809, 0.36
810, 0.46
811, 0.52
812, 0.37
813, 0.43
814, 0.37
815, 0.37
816, 0.38
817, 0.37
818, 0.46
819, 0.32
820, 0.48
821, 0.36
822, 0.33
823, 0.33
824, 0.36
825, 0.36
826, 0.36
827, 0.39
828, 0.38
829, 0.36
830, 0.36
831, 0.37
832, 0.51
833, 0.40
834, 0.34
835, 0.44
836, 0.37
837, 0.32
838, 0.35
839, 0.38
840, 0.55
841, 0.42
842, 0.33
843, 0.38
844, 0.37
845, 0.48
846, 0.39
847, 0.45
848, 0.32
849, 0.35
850, 0.42
851, 0.32
852, 0.41
853, 0.43
854, 0.40
855, 0.35
856, 0.34
857, 0.39
858, 0.34
859, 0.34
860, 0.41
861, 0.44
862, 0.35
863, 0.40
864, 0.35
865, 0.37
866, 0.44
867, 0.38
868, 0.34
869, 0.38
870, 0.34
871, 0.36
872, 0.47
873, 0.42
874, 0.35
875, 0.49
876, 0.42
877, 0.37
878, 0.37
879, 0.33
880, 0.43
881, 0.40
882, 0.36
883, 0.43
884, 0.42
885, 0.47
886, 0.37
887, 0.34
888, 0.52
889, 0.40
890, 0.59
891, 0.34
892, 0.39
893, 0.37
894, 0.31
895, 0.57
896, 0.43
897, 0.37
898, 0.52
899, 0.39
900, 0.40
901, 0.35
902, 0.40
903, 0.41
904, 0.44
905, 0.36
906, 0.47
907, 0.45
908, 0.41
909, 0.33
910, 0.35
911, 0.31
912, 0.37
913, 0.35
914, 0.39
915, 0.33
916, 0.36
917, 0.34
918, 0.37
919, 0.35
920, 0.41
921, 0.34
922, 0.43
923, 0.36
924, 0.37
925, 0.34
926, 0.34
927, 0.40
928, 0.37
929, 0.38
930, 0.37
931, 0.38
932, 0.33
933, 0.38
934, 0.46
935, 0.38
936, 0.33
937, 0.36
938, 0.62
939, 0.35
940, 0.41
941, 0.33
942, 0.39
943, 0.35
944, 0.38
945, 0.35
946, 0.37
947, 0.45
948, 0.39
949, 0.37
950, 0.46
951, 0.40
952, 0.47
953, 0.38
954, 0.37
955, 0.46
956, 0.34
957, 0.44
958, 0.37
959, 0.37
960, 0.44
961, 0.38
962, 0.34
963, 0.36
964, 0.42
965, 0.38
966, 0.35
967, 0.35
968, 0.35
969, 0.35
970, 0.34
971, 0.42
972, 0.39
973, 0.38
974, 0.42
975, 0.34
976, 0.35
977, 0.38
978, 0.41
979, 0.44
980, 0.38
981, 0.35
982, 0.34
983, 0.46
984, 0.39
985, 0.35
986, 0.43
987, 0.36
988, 0.37
989, 0.40
990, 0.52
991, 0.33
992, 0.35
993, 0.44
994, 0.42
995, 0.35
996, 0.37
997, 0.35
998, 0.54
999, 0.34
1000, 0.32
1001, 0.36
1002, 0.41
1003, 0.52
1004, 0.40
1005, 0.44
1006, 0.37
1007, 0.37
1008, 0.43
1009, 0.35
1010, 0.33
1011, 0.39
1012, 0.34
1013, 0.66
1014, 0.34
1015, 0.44
1016, 0.34
1017, 0.35
1018, 0.40
1019, 0.45
1020, 0.44
1021, 0.42
1022, 0.34
1023, 0.37
1024, 0.42
1025, 0.35
1026, 0.57
1027, 0.49
1028, 0.33
1029, 0.37
1030, 0.47
1031, 0.46
1032, 0.38
1033, 0.39
1034, 0.32
1035, 0.36
1036, 0.39
1037, 0.39
1038, 0.32
1039, 0.34
1040, 0.42
1041, 0.38
1042, 0.38
1043, 0.31
1044, 0.36
1045, 0.65
1046, 0.51
1047, 0.38
1048, 0.38
1049, 0.36
1050, 0.31
1051, 0.30
1052, 0.33
1053, 0.35
1054, 0.42
1055, 0.43
1056, 0.45
1057, 0.32
1058, 0.41
1059, 0.36
1060, 0.51
1061, 0.37
1062, 0.47
1063, 0.35
1064, 0.45
1065, 0.33
1066, 0.38
1067, 0.33
1068, 0.41
1069, 0.48
1070, 0.33
1071, 0.44
1072, 0.32
1073, 0.47
1074, 0.40
1075, 0.38
1076, 0.36
1077, 0.41
1078, 0.51
1079, 0.48
1080, 0.39
1081, 0.47
1082, 0.40
1083, 0.41
1084, 0.42
1085, 0.34
1086, 0.37
1087, 0.34
1088, 0.40
1089, 0.47
1090, 0.34
1091, 0.40
1092, 0.44
1093, 0.43
1094, 0.32
1095, 0.38
1096, 0.37
1097, 0.32
1098, 0.36
1099, 0.33
1100, 0.35
1101, 0.36
1102, 0.41
1103, 0.33
1104, 0.42
1105, 0.34
1106, 0.35
1107, 0.39
1108, 0.42
1109, 0.43
1110, 0.43
1111, 0.49
1112, 0.36
1113, 0.40
1114, 0.33
1115, 0.40
1116, 0.33
1117, 0.36
1118, 0.36
1119, 0.39
1120, 0.48
1121, 0.38
1122, 0.36
1123, 0.39
1124, 0.37
1125, 0.39
1126, 0.37
1127, 0.37
1128, 0.52
1129, 0.44
1130, 0.35
1131, 0.39
1132, 0.36
1133, 0.33
1134, 0.42
1135, 0.35
1136, 0.49
1137, 0.36
1138, 0.36
1139, 0.39
1140, 0.33
1141, 0.32
1142, 0.45
1143, 0.37
1144, 0.42
1145, 0.52
1146, 0.36
1147, 0.38
1148, 0.44
1149, 0.34
1150, 0.49
1151, 0.32
1152, 0.34
1153, 0.38
1154, 0.37
1155, 0.34
1156, 0.46
1157, 0.31
1158, 0.40
1159, 0.40
1160, 0.39
1161, 0.40
1162, 0.38
1163, 0.33
1164, 0.36
1165, 0.39
1166, 0.42
1167, 0.34
1168, 0.35
1169, 0.41
1170, 0.36
1171, 0.38
1172, 0.36
1173, 0.38
1174, 0.38
1175, 0.44
1176, 0.34
1177, 0.35
1178, 0.40
1179, 0.34
1180, 0.33
1181, 0.42
1182, 0.38
1183, 0.34
1184, 0.37
1185, 0.43
1186, 0.47
1187, 0.38
1188, 0.35
1189, 0.38
1190, 0.41
1191, 0.33
1192, 0.37
1193, 0.39
1194, 0.61
1195, 0.38
1196, 0.36
1197, 0.50
1198, 0.35
1199, 0.36
1200, 0.40
1201, 0.42
1202, 0.40
1203, 0.36
1204, 0.34
1205, 0.37
1206, 0.42
1207, 0.36
1208, 0.35
1209, 0.39
1210, 0.36
1211, 0.31
1212, 0.38
1213, 0.35
1214, 0.39
1215, 0.40
1216, 0.34
1217, 0.31
1218, 0.37
1219, 0.33
1220, 0.37
1221, 0.35
1222, 0.32
1223, 0.37
1224, 0.36
1225, 0.40
1226, 0.40
1227, 0.34
1228, 0.38
1229, 0.45
1230, 0.47
1231, 0.37
1232, 0.38
1233, 0.41
1234, 0.38
1235, 0.34
1236, 0.38
1237, 0.45
1238, 0.38
1239, 0.34
1240, 0.45
1241, 0.34
1242, 0.36
1243, 0.33
1244, 0.35
1245, 0.46
1246, 0.40
1247, 0.40
1248, 0.35
1249, 0.34
1250, 0.32
1251, 0.38
1252, 0.42
1253, 0.41
1254, 0.36
1255, 0.39
1256, 0.31
1257, 0.44
1258, 0.30
1259, 0.36
1260, 0.48
1261, 0.38
1262, 0.33
1263, 0.46
1264, 0.36
1265, 0.37
1266, 0.39
1267, 0.33
1268, 0.35
1269, 0.46
1270, 0.34
1271, 0.43
1272, 0.43
1273, 0.39
1274, 0.42
1275, 0.36
1276, 0.34
1277, 0.40
1278, 0.39
1279, 0.33
1280, 0.35
1281, 0.37
1282, 0.41
1283, 0.44
1284, 0.40
1285, 0.38
1286, 0.38
1287, 0.41
1288, 0.37
1289, 0.50
1290, 0.40
1291, 0.40
1292, 0.38
1293, 0.36
1294, 0.47
1295, 0.44
1296, 0.46
1297, 0.34
1298, 0.35
1299, 0.32
1300, 0.43
1301, 0.47
1302, 0.42
1303, 0.32
1304, 0.35
1305, 0.37
1306, 0.40
1307, 0.36
1308, 0.33
1309, 0.38
1310, 0.33
1311, 0.42
1312, 0.33
1313, 0.35
1314, 0.38
1315, 0.39
1316, 0.43
1317, 0.34
1318, 0.47
1319, 0.33
1320, 0.35
1321, 0.36
1322, 0.35
1323, 0.44
1324, 0.52
1325, 0.39
1326, 0.40
1327, 0.47
1328, 0.39
1329, 0.32
1330, 0.48
1331, 0.45
1332, 0.46
1333, 0.32
1334, 0.31
1335, 0.38
1336, 0.33
1337, 0.42
1338, 0.39
1339, 0.29
1340, 0.39
1341, 0.35
1342, 0.44
1343, 0.34
1344, 0.38
1345, 0.45
1346, 0.47
1347, 0.40
1348, 0.41
1349, 0.22
1350, 0.35
1351, 0.47
1352, 0.47
1353, 0.44
1354, 0.50
1355, 0.38
1356, 0.39
1357, 0.35
1358, 0.35
1359, 0.39
1360, 0.39
1361, 0.43
1362, 0.35
1363, 0.34
1364, 0.36
1365, 0.31
1366, 0.35
1367, 0.32
1368, 0.39
1369, 0.42
1370, 0.42
1371, 0.54
1372, 0.39
1373, 0.45
1374, 0.41
1375, 0.42
1376, 0.49
1377, 0.36
1378, 0.34
1379, 0.32
1380, 0.37
1381, 0.32
1382, 0.44
1383, 0.33
1384, 0.36
1385, 0.38
1386, 0.36
1387, 0.36
1388, 0.41
1389, 0.31
1390, 0.36
1391, 0.38
1392, 0.36
1393, 0.38
1394, 0.35
1395, 0.40
1396, 0.37
1397, 0.38
1398, 0.39
1399, 0.35
1400, 0.38
1401, 0.35
1402, 0.39
1403, 0.36
1404, 0.41
1405, 0.39
1406, 0.42
1407, 0.39
1408, 0.35
1409, 0.32
1410, 0.38
1411, 0.30
1412, 0.35
1413, 0.36
1414, 0.33
1415, 0.34
1416, 0.36
1417, 0.32
1418, 0.49
1419, 0.44
1420, 0.39
1421, 0.38
1422, 0.48
1423, 0.34
1424, 0.37
1425, 0.38
1426, 0.40
1427, 0.46
1428, 0.39
1429, 0.37
1430, 0.41
1431, 0.46
1432, 0.34
1433, 0.40
1434, 0.41
1435, 0.48
1436, 0.48
1437, 0.38
1438, 0.38
1439, 0.43
1440, 0.37
1441, 0.42
1442, 0.52
1443, 0.35
1444, 0.42
1445, 0.33
1446, 0.39
1447, 0.37
1448, 0.35
1449, 0.38
1450, 0.34
1451, 0.41
1452, 0.38
1453, 0.40
1454, 0.36
1455, 0.36
1456, 0.40
1457, 0.47
1458, 0.38
1459, 0.35
1460, 0.34
1461, 0.35
1462, 0.39
1463, 0.38
1464, 0.38
1465, 0.37
1466, 0.40
1467, 0.35
1468, 0.33
1469, 0.32
1470, 0.41
1471, 0.37
1472, 0.32
1473, 0.35
1474, 0.36
1475, 0.33
1476, 0.38
1477, 0.34
1478, 0.42
1479, 0.39
1480, 0.43
1481, 0.35
1482, 0.36
1483, 0.34
1484, 0.40
1485, 0.38
1486, 0.35
1487, 0.49
1488, 0.35
1489, 0.37
1490, 0.34
1491, 0.53
1492, 0.34
1493, 0.50
1494, 0.45
1495, 0.34
1496, 0.33
1497, 0.31
1498, 0.32
1499, 0.35
1500, 0.49
1501, 0.44
1502, 0.37
1503, 0.43
1504, 0.37
1505, 0.38
1506, 0.32
1507, 0.34
1508, 0.38
1509, 0.41
1510, 0.34
1511, 0.42
1512, 0.41
1513, 0.38
1514, 0.38
1515, 0.36
1516, 0.38
1517, 0.37
1518, 0.54
1519, 0.34
1520, 0.43
1521, 0.35
1522, 0.40
1523, 0.40
1524, 0.33
1525, 0.38
1526, 0.38
1527, 0.40
1528, 0.34
1529, 0.36
1530, 0.33
1531, 0.44
1532, 0.42
1533, 0.38
1534, 0.33
1535, 0.40
1536, 0.50
1537, 0.39
1538, 0.34
1539, 0.36
1540, 0.34
1541, 0.34
1542, 0.35
1543, 0.35
1544, 0.39
1545, 0.35
1546, 0.33
1547, 0.38
1548, 0.39
1549, 0.36
1550, 0.31
1551, 0.37
1552, 0.36
1553, 0.38
1554, 0.39
1555, 0.37
1556, 0.40
1557, 0.34
1558, 0.33
1559, 0.41
1560, 0.37
1561, 0.35
1562, 0.34
1563, 0.38
1564, 0.34
1565, 0.36
1566, 0.35
1567, 0.65
1568, 0.38
1569, 0.47
1570, 0.39
1571, 0.39
1572, 0.36
1573, 0.36
1574, 0.43
1575, 0.33
1576, 0.35
1577, 0.36
1578, 0.39
1579, 0.34
1580, 0.40
1581, 0.42
1582, 0.33
1583, 0.43
1584, 0.33
1585, 0.37
1586, 0.35
1587, 0.34
1588, 0.37
1589, 0.51
1590, 0.43
1591, 0.36
1592, 0.44
1593, 0.37
1594, 0.36
1595, 0.37
1596, 0.40
1597, 0.39
1598, 0.35
1599, 0.39
1600, 0.40
1601, 0.40
1602, 0.35
1603, 0.47
1604, 0.35
1605, 0.35
1606, 0.40
1607, 0.45
1608, 0.35
1609, 0.37
1610, 0.41
1611, 0.37
1612, 0.44
1613, 0.39
1614, 0.42
1615, 0.41
1616, 0.52
1617, 0.34
1618, 0.33
1619, 0.34
1620, 0.40
1621, 0.51
1622, 0.37
1623, 0.45
1624, 0.37
1625, 0.40
1626, 0.35
1627, 0.34
1628, 0.41
1629, 0.40
1630, 0.52
1631, 0.36
1632, 0.37
1633, 0.46
1634, 0.38
1635, 0.38
1636, 0.39
1637, 0.46
1638, 0.39
1639, 0.32
1640, 0.37
1641, 0.54
1642, 0.35
1643, 0.35
1644, 0.44
1645, 0.48
1646, 0.43
1647, 0.49
1648, 0.44
1649, 0.45
1650, 0.34
1651, 0.34
1652, 0.36
1653, 0.45
1654, 0.47
1655, 0.38
1656, 0.39
1657, 0.46
1658, 0.33
1659, 0.38
1660, 0.63
1661, 0.38
1662, 0.41
1663, 0.37
1664, 0.34
1665, 0.39
1666, 0.32
1667, 0.40
1668, 0.44
1669, 0.51
1670, 0.35
1671, 0.36
1672, 0.35
1673, 0.39
1674, 0.36
1675, 0.39
1676, 0.34
1677, 0.44
1678, 0.43
1679, 0.33
1680, 0.39
1681, 0.42
1682, 0.46
1683, 0.47
1684, 0.34
1685, 0.46
1686, 0.43
1687, 0.47
1688, 0.46
1689, 0.35
1690, 0.41
1691, 0.40
1692, 0.40
1693, 0.61
1694, 0.34
1695, 0.34
1696, 0.43
1697, 0.34
1698, 0.35
1699, 0.36
1700, 0.34
1701, 0.38
1702, 0.39
1703, 0.37
1704, 0.38
1705, 0.42
1706, 0.49
1707, 0.43
1708, 0.39
1709, 0.37
1710, 0.43
1711, 0.45
1712, 0.34
1713, 0.33
1714, 0.39
1715, 0.39
1716, 0.45
1717, 0.38
1718, 0.44
1719, 0.41
1720, 0.34
1721, 0.39
1722, 0.41
1723, 0.40
1724, 0.42
1725, 0.40
1726, 0.34
1727, 0.34
1728, 0.37
1729, 0.48
1730, 0.40
1731, 0.32
1732, 0.34
1733, 0.34
1734, 0.45
1735, 0.40
1736, 0.41
1737, 0.35
1738, 0.40
1739, 0.41
1740, 0.43
1741, 0.43
1742, 0.35
1743, 0.42
1744, 0.41
1745, 0.43
1746, 0.37
1747, 0.31
1748, 0.35
1749, 0.56
1750, 0.36
1751, 0.37
1752, 0.42
1753, 0.40
1754, 0.41
1755, 0.37
1756, 0.41
1757, 0.35
1758, 0.37
1759, 0.32
1760, 0.34
1761, 0.37
1762, 0.36
1763, 0.34
1764, 0.39
1765, 0.39
1766, 0.47
1767, 0.38
1768, 0.34
1769, 0.35
1770, 0.32
1771, 0.41
1772, 0.40
1773, 0.32
1774, 0.44
1775, 0.65
1776, 0.42
1777, 0.35
1778, 0.35
1779, 0.35
1780, 0.42
1781, 0.35
1782, 0.34
1783, 0.37
1784, 0.41
1785, 0.41
1786, 0.35
1787, 0.34
1788, 0.36
1789, 0.37
1790, 0.35
1791, 0.37
1792, 0.35
1793, 0.31
1794, 0.37
1795, 0.37
1796, 0.35
1797, 0.48
1798, 0.37
1799, 0.35
1800, 0.36
1801, 0.36
1802, 0.37
1803, 0.40
1804, 0.32
1805, 0.35
1806, 0.34
1807, 0.36
1808, 0.42
1809, 0.42
1810, 0.34
1811, 0.33
1812, 0.38
1813, 0.34
1814, 0.43
1815, 0.39
1816, 0.38
1817, 0.40
1818, 0.38
1819, 0.33
1820, 0.42
1821, 0.41
1822, 0.40
1823, 0.33
1824, 0.57
1825, 0.39
1826, 0.32
1827, 0.53
1828, 0.36
1829, 0.36
1830, 0.38
1831, 0.52
1832, 0.35
1833, 0.35
1834, 0.39
1835, 0.32
1836, 0.36
1837, 0.40
1838, 0.43
1839, 0.45
1840, 0.38
1841, 0.40
1842, 0.38
1843, 0.39
1844, 0.35
1845, 0.37
1846, 0.45
1847, 0.36
1848, 0.43
1849, 0.43
1850, 0.41
1851, 0.39
1852, 0.42
1853, 0.41
1854, 0.34
1855, 0.59
1856, 0.43
1857, 0.38
1858, 0.39
1859, 0.41
1860, 0.33
1861, 0.34
1862, 0.36
1863, 0.54
1864, 0.37
1865, 0.36
1866, 0.34
1867, 0.34
1868, 0.38
1869, 0.54
1870, 0.33
1871, 0.37
1872, 0.33
